Date_Key,Date,Day,Month,Month_Name,Quarter,Year,FY,Week_Number,Day_Name,Is_Weekend,Is_Public_Holiday
20251022,2025-10-22,22,10,October,Q4,2025,FY2025,43,Wednesday,No,No
20251023,2025-10-23,23,10,October,Q4,2025,FY2025,43,Thursday,No,No
20251024,2025-10-24,24,10,October,Q4,2025,FY2025,43,Friday,No,No
20251025,2025-10-25,25,10,October,Q4,2025,FY2025,43,Saturday,Yes,No
20251026,2025-10-26,26,10,October,Q4,2025,FY2025,43,Sunday,Yes,No
20251027,2025-10-27,27,10,October,Q4,2025,FY2025,44,Monday,No,No
20251028,2025-10-28,28,10,October,Q4,2025,FY2025,44,Tuesday,No,No
20251029,2025-10-29,29,10,October,Q4,2025,FY2025,44,Wednesday,No,No
20251030,2025-10-30,30,10,October,Q4,2025,FY2025,44,Thursday,No,No
20251031,2025-10-31,31,10,October,Q4,2025,FY2025,44,Friday,No,No
20251101,2025-11-01,1,11,November,Q4,2025,FY2025,44,Saturday,Yes,No
20251102,2025-11-02,2,11,November,Q4,2025,FY2025,44,Sunday,Yes,No
20251103,2025-11-03,3,11,November,Q4,2025,FY2025,45,Monday,No,No
20251104,2025-11-04,4,11,November,Q4,2025,FY2025,45,Tuesday,No,No
20251105,2025-11-05,5,11,November,Q4,2025,FY2025,45,Wednesday,No,No
20251106,2025-11-06,6,11,November,Q4,2025,FY2025,45,Thursday,No,No
20251107,2025-11-07,7,11,November,Q4,2025,FY2025,45,Friday,No,No
20251108,2025-11-08,8,11,November,Q4,2025,FY2025,45,Saturday,Yes,No
20251109,2025-11-09,9,11,November,Q4,2025,FY2025,45,Sunday,Yes,No
20251110,2025-11-10,10,11,November,Q4,2025,FY2025,46,Monday,No,No
20251111,2025-11-11,11,11,November,Q4,2025,FY2025,46,Tuesday,No,No
20251112,2025-11-12,12,11,November,Q4,2025,FY2025,46,Wednesday,No,No
20251113,2025-11-13,13,11,November,Q4,2025,FY2025,46,Thursday,No,No
20251114,2025-11-14,14,11,November,Q4,2025,FY2025,46,Friday,No,No
20251115,2025-11-15,15,11,November,Q4,2025,FY2025,46,Saturday,Yes,No
20251116,2025-11-16,16,11,November,Q4,2025,FY2025,46,Sunday,Yes,No
20251117,2025-11-17,17,11,November,Q4,2025,FY2025,47,Monday,No,No
20251118,2025-11-18,18,11,November,Q4,2025,FY2025,47,Tuesday,No,No
20251119,2025-11-19,19,11,November,Q4,2025,FY2025,47,Wednesday,No,No
20251120,2025-11-20,20,11,November,Q4,2025,FY2025,47,Thursday,No,No
20251121,2025-11-21,21,11,November,Q4,2025,FY2025,47,Friday,No,No
20251122,2025-11-22,22,11,November,Q4,2025,FY2025,47,Saturday,Yes,No
20251123,2025-11-23,23,11,November,Q4,2025,FY2025,47,Sunday,Yes,No
20251124,2025-11-24,24,11,November,Q4,2025,FY2025,48,Monday,No,No
20251125,2025-11-25,25,11,November,Q4,2025,FY2025,48,Tuesday,No,No
20251126,2025-11-26,26,11,November,Q4,2025,FY2025,48,Wednesday,No,No
20251127,2025-11-27,27,11,November,Q4,2025,FY2025,48,Thursday,No,No
20251128,2025-11-28,28,11,November,Q4,2025,FY2025,48,Friday,No,No
20251129,2025-11-29,29,11,November,Q4,2025,FY2025,48,Saturday,Yes,No
20251130,2025-11-30,30,11,November,Q4,2025,FY2025,48,Sunday,Yes,No
20251201,2025-12-01,1,12,December,Q4,2025,FY2025,49,Monday,No,No
20251202,2025-12-02,2,12,December,Q4,2025,FY2025,49,Tuesday,No,No
20251203,2025-12-03,3,12,December,Q4,2025,FY2025,49,Wednesday,No,No
20251204,2025-12-04,4,12,December,Q4,2025,FY2025,49,Thursday,No,No
20251205,2025-12-05,5,12,December,Q4,2025,FY2025,49,Friday,No,No
20251206,2025-12-06,6,12,December,Q4,2025,FY2025,49,Saturday,Yes,No
20251207,2025-12-07,7,12,December,Q4,2025,FY2025,49,Sunday,Yes,No
20251208,2025-12-08,8,12,December,Q4,2025,FY2025,50,Monday,No,No
20251209,2025-12-09,9,12,December,Q4,2025,FY2025,50,Tuesday,No,No
20251210,2025-12-10,10,12,December,Q4,2025,FY2025,50,Wednesday,No,No
20251211,2025-12-11,11,12,December,Q4,2025,FY2025,50,Thursday,No,No
20251212,2025-12-12,12,12,December,Q4,2025,FY2025,50,Friday,No,No
20251213,2025-12-13,13,12,December,Q4,2025,FY2025,50,Saturday,Yes,No
20251214,2025-12-14,14,12,December,Q4,2025,FY2025,50,Sunday,Yes,No
20251215,2025-12-15,15,12,December,Q4,2025,FY2025,51,Monday,No,No
20251216,2025-12-16,16,12,December,Q4,2025,FY2025,51,Tuesday,No,No
20251217,2025-12-17,17,12,December,Q4,2025,FY2025,51,Wednesday,No,No
20251218,2025-12-18,18,12,December,Q4,2025,FY2025,51,Thursday,No,No
20251219,2025-12-19,19,12,December,Q4,2025,FY2025,51,Friday,No,No
20251220,2025-12-20,20,12,December,Q4,2025,FY2025,51,Saturday,Yes,No
20251221,2025-12-21,21,12,December,Q4,2025,FY2025,51,Sunday,Yes,No
20251222,2025-12-22,22,12,December,Q4,2025,FY2025,52,Monday,No,No
20251223,2025-12-23,23,12,December,Q4,2025,FY2025,52,Tuesday,No,No
20251224,2025-12-24,24,12,December,Q4,2025,FY2025,52,Wednesday,No,No
20251225,2025-12-25,25,12,December,Q4,2025,FY2025,52,Thursday,No,Yes
20251226,2025-12-26,26,12,December,Q4,2025,FY2025,52,Friday,No,Yes
20251227,2025-12-27,27,12,December,Q4,2025,FY2025,52,Saturday,Yes,No
20251228,2025-12-28,28,12,December,Q4,2025,FY2025,52,Sunday,Yes,No
20251229,2025-12-29,29,12,December,Q4,2025,FY2025,1,Monday,No,No
20251230,2025-12-30,30,12,December,Q4,2025,FY2025,1,Tuesday,No,No
20251231,2025-12-31,31,12,December,Q4,2025,FY2025,1,Wednesday,No,No
20260101,2026-01-01,1,1,January,Q1,2026,FY2026,1,Thursday,No,Yes
20260102,2026-01-02,2,1,January,Q1,2026,FY2026,1,Friday,No,Yes
20260103,2026-01-03,3,1,January,Q1,2026,FY2026,1,Saturday,Yes,No
20260104,2026-01-04,4,1,January,Q1,2026,FY2026,1,Sunday,Yes,No
20260105,2026-01-05,5,1,January,Q1,2026,FY2026,2,Monday,No,No
20260106,2026-01-06,6,1,January,Q1,2026,FY2026,2,Tuesday,No,No
20260107,2026-01-07,7,1,January,Q1,2026,FY2026,2,Wednesday,No,No
20260108,2026-01-08,8,1,January,Q1,2026,FY2026,2,Thursday,No,No
20260109,2026-01-09,9,1,January,Q1,2026,FY2026,2,Friday,No,No
20260110,2026-01-10,10,1,January,Q1,2026,FY2026,2,Saturday,Yes,No
20260111,2026-01-11,11,1,January,Q1,2026,FY2026,2,Sunday,Yes,No
20260112,2026-01-12,12,1,January,Q1,2026,FY2026,3,Monday,No,No
20260113,2026-01-13,13,1,January,Q1,2026,FY2026,3,Tuesday,No,No
20260114,2026-01-14,14,1,January,Q1,2026,FY2026,3,Wednesday,No,No
20260115,2026-01-15,15,1,January,Q1,2026,FY2026,3,Thursday,No,No
20260116,2026-01-16,16,1,January,Q1,2026,FY2026,3,Friday,No,No
20260117,2026-01-17,17,1,January,Q1,2026,FY2026,3,Saturday,Yes,No
20260118,2026-01-18,18,1,January,Q1,2026,FY2026,3,Sunday,Yes,No
20260119,2026-01-19,19,1,January,Q1,2026,FY2026,4,Monday,No,No
20260120,2026-01-20,20,1,January,Q1,2026,FY2026,4,Tuesday,No,No
20260121,2026-01-21,21,1,January,Q1,2026,FY2026,4,Wednesday,No,No
20260122,2026-01-22,22,1,January,Q1,2026,FY2026,4,Thursday,No,No
20260123,2026-01-23,23,1,January,Q1,2026,FY2026,4,Friday,No,No
20260124,2026-01-24,24,1,January,Q1,2026,FY2026,4,Saturday,Yes,No
20260125,2026-01-25,25,1,January,Q1,2026,FY2026,4,Sunday,Yes,No
20260126,2026-01-26,26,1,January,Q1,2026,FY2026,5,Monday,No,No
20260127,2026-01-27,27,1,January,Q1,2026,FY2026,5,Tuesday,No,No
20260128,2026-01-28,28,1,January,Q1,2026,FY2026,5,Wednesday,No,No
20260129,2026-01-29,29,1,January,Q1,2026,FY2026,5,Thursday,No,No
20260130,2026-01-30,30,1,January,Q1,2026,FY2026,5,Friday,No,No
20260131,2026-01-31,31,1,January,Q1,2026,FY2026,5,Saturday,Yes,No
20260201,2026-02-01,1,2,February,Q1,2026,FY2026,5,Sunday,Yes,No
20260202,2026-02-02,2,2,February,Q1,2026,FY2026,6,Monday,No,No
20260203,2026-02-03,3,2,February,Q1,2026,FY2026,6,Tuesday,No,No
20260204,2026-02-04,4,2,February,Q1,2026,FY2026,6,Wednesday,No,No
20260205,2026-02-05,5,2,February,Q1,2026,FY2026,6,Thursday,No,No
20260206,2026-02-06,6,2,February,Q1,2026,FY2026,6,Friday,No,No
20260207,2026-02-07,7,2,February,Q1,2026,FY2026,6,Saturday,Yes,No
20260208,2026-02-08,8,2,February,Q1,2026,FY2026,6,Sunday,Yes,No
20260209,2026-02-09,9,2,February,Q1,2026,FY2026,7,Monday,No,No
20260210,2026-02-10,10,2,February,Q1,2026,FY2026,7,Tuesday,No,No
20260211,2026-02-11,11,2,February,Q1,2026,FY2026,7,Wednesday,No,No
20260212,2026-02-12,12,2,February,Q1,2026,FY2026,7,Thursday,No,No
20260213,2026-02-13,13,2,February,Q1,2026,FY2026,7,Friday,No,No
20260214,2026-02-14,14,2,February,Q1,2026,FY2026,7,Saturday,Yes,No
20260215,2026-02-15,15,2,February,Q1,2026,FY2026,7,Sunday,Yes,No
20260216,2026-02-16,16,2,February,Q1,2026,FY2026,8,Monday,No,No
20260217,2026-02-17,17,2,February,Q1,2026,FY2026,8,Tuesday,No,No
20260218,2026-02-18,18,2,February,Q1,2026,FY2026,8,Wednesday,No,No
20260219,2026-02-19,19,2,February,Q1,2026,FY2026,8,Thursday,No,No
20260220,2026-02-20,20,2,February,Q1,2026,FY2026,8,Friday,No,No
20260221,2026-02-21,21,2,February,Q1,2026,FY2026,8,Saturday,Yes,No
20260222,2026-02-22,22,2,February,Q1,2026,FY2026,8,Sunday,Yes,No
20260223,2026-02-23,23,2,February,Q1,2026,FY2026,9,Monday,No,No
20260224,2026-02-24,24,2,February,Q1,2026,FY2026,9,Tuesday,No,No
20260225,2026-02-25,25,2,February,Q1,2026,FY2026,9,Wednesday,No,No
20260226,2026-02-26,26,2,February,Q1,2026,FY2026,9,Thursday,No,No
20260227,2026-02-27,27,2,February,Q1,2026,FY2026,9,Friday,No,No
20260228,2026-02-28,28,2,February,Q1,2026,FY2026,9,Saturday,Yes,No
20260301,2026-03-01,1,3,March,Q1,2026,FY2026,9,Sunday,Yes,No
20260302,2026-03-02,2,3,March,Q1,2026,FY2026,10,Monday,No,No
20260303,2026-03-03,3,3,March,Q1,2026,FY2026,10,Tuesday,No,No
20260304,2026-03-04,4,3,March,Q1,2026,FY2026,10,Wednesday,No,No
20260305,2026-03-05,5,3,March,Q1,2026,FY2026,10,Thursday,No,No
20260306,2026-03-06,6,3,March,Q1,2026,FY2026,10,Friday,No,No
20260307,2026-03-07,7,3,March,Q1,2026,FY2026,10,Saturday,Yes,No
20260308,2026-03-08,8,3,March,Q1,2026,FY2026,10,Sunday,Yes,No
20260309,2026-03-09,9,3,March,Q1,2026,FY2026,11,Monday,No,No
20260310,2026-03-10,10,3,March,Q1,2026,FY2026,11,Tuesday,No,No
20260311,2026-03-11,11,3,March,Q1,2026,FY2026,11,Wednesday,No,No
20260312,2026-03-12,12,3,March,Q1,2026,FY2026,11,Thursday,No,No
20260313,2026-03-13,13,3,March,Q1,2026,FY2026,11,Friday,No,No
20260314,2026-03-14,14,3,March,Q1,2026,FY2026,11,Saturday,Yes,No
20260315,2026-03-15,15,3,March,Q1,2026,FY2026,11,Sunday,Yes,No
20260316,2026-03-16,16,3,March,Q1,2026,FY2026,12,Monday,No,No
20260317,2026-03-17,17,3,March,Q1,2026,FY2026,12,Tuesday,No,No
20260318,2026-03-18,18,3,March,Q1,2026,FY2026,12,Wednesday,No,No
20260319,2026-03-19,19,3,March,Q1,2026,FY2026,12,Thursday,No,No
20260320,2026-03-20,20,3,March,Q1,2026,FY2026,12,Friday,No,No
20260321,2026-03-21,21,3,March,Q1,2026,FY2026,12,Saturday,Yes,No
20260322,2026-03-22,22,3,March,Q1,2026,FY2026,12,Sunday,Yes,No
20260323,2026-03-23,23,3,March,Q1,2026,FY2026,13,Monday,No,No
20260324,2026-03-24,24,3,March,Q1,2026,FY2026,13,Tuesday,No,No
20260325,2026-03-25,25,3,March,Q1,2026,FY2026,13,Wednesday,No,No
20260326,2026-03-26,26,3,March,Q1,2026,FY2026,13,Thursday,No,No
20260327,2026-03-27,27,3,March,Q1,2026,FY2026,13,Friday,No,No
20260328,2026-03-28,28,3,March,Q1,2026,FY2026,13,Saturday,Yes,No
20260329,2026-03-29,29,3,March,Q1,2026,FY2026,13,Sunday,Yes,No
20260330,2026-03-30,30,3,March,Q1,2026,FY2026,14,Monday,No,No
20260331,2026-03-31,31,3,March,Q1,2026,FY2026,14,Tuesday,No,No
