Product ID,SKU,Barcode,Product Name,Brand,Product Category,Product Subcategory,Unit of Measure,Product Status,Warehouse,Warehouse Code,Bin Location,Aisle,Shelf,Batch Number,Lot Number,Quantity On Hand,Quantity Reserved,Available Quantity,Reorder Level,Safety Stock,Maximum Stock Level,Supplier ID,Supplier Name,Supplier Country,Lead Time (Days),Last Purchase Date,Unit Cost,Selling Price,Inventory Value,Currency,Last Stock Movement Date,Last Restock Date,Expiry Date,Stock Status,Reorder Required
PRD-03063,SAM-STO-0072,8322735947145,Samsung T7 Portable SSD 1TB,Samsung,Storage Devices,Flash Drives,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-04-S8,G,S8,BT-875053,LOT-C5942,-15,68,259,75,37,600,SUP-1001,TD Africa Distribution Ltd,Nigeria,7,2026-05-04,209346.53,252791.02,68456315.31,NGN,2026-05-19,2026-05-14,,In Stock,No
PRD-02526,HP-MOB-0089,3441102201392,HP Slate 7 Tablet,HP,Mobile Phones,Smartphones,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-03-S7,G,S7,BT-275319,LOT-C6338,589,176,413,100,30,1000,SUP-1001,TD Africa Distribution Ltd,Nigeria,5,2025-12-16,578579.21,750690.14,340783154.69,NGN,2026-06-22,2025-12-25,,In Stock,No
PRD-03362,BRO-SUP-0104,4600785181577,Brother TN-2480 Toner,Brother,Office Supplies,Toner & Ink,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,,B,S3,BT-370252,LOT-C2866,161,20,141,100,50,500,SUP-1003,Slot Systems Limited,Nigeria,6,2025-12-23,5239.44,7567.98,843549.84,NGN,2026-05-18,2026-01-07,2026-11-03,In Stock,No
PRD-01017,MSF-FUR-0026,6798130265647,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Desk Accessories,Each,Active,Lagos Distribution Centre,LAG-DC,H-35-S3,H,S3,BT-949008,LOT-A8731,12,1,11,15,7,90,SUP-1004,Ingram Micro MEA,United Arab Emirates,24,2025-11-15,127392.08,154131.76,1528704.96,NGN,2026-06-16,2025-11-26,,Low Stock,Yes
PRD-02671,PHI-CLN-0077,2249638256971,Lenovo ThinkPad X1 Carbon,LENOVO,Laptops,Consumer Laptops,Each,Active,PH DC,PHC-DC,G-24-S2,G,S2,BT-735101,LOT-C3841,155,61,94,50,25,300,SUP-1003,SLOT SYSTEMS LIMITED,Nigeria,5,2025-11-05,495232.28,748275.05,76761003.4,NGN,2026-06-02,2025-11-12,,In Stock,No
PRD-01987,UBI-NET-0064,9091261935815,Ubiquiti UniFi AP AC Pro,Ubiquiti,Networking Equipment,Switches,Each,Active,Abuja RW,ABJ-RW,D-03-S7,D,S7,BT-159131,LOT-B8978,83,8,75,40,16,240,SUP-1003,Slot Systems Limited,Nigeria,7,2025-02-25,548143.11,785817.96,45495878.13,NGN,2026-05-01,2025-03-10,,In Stock,No
PRD-01955,CAN-SUP-0062,6644934743034,Canon Ink Cartridge PG-745,Canon,Office Supplies,Labels,Pack,Active,Abuja Regional Warehouse,ABJ-RW,A-16-S6,A,S6,BT-684812,LOT-B4611,334,66,268,60,30,240,SUP-1010,Dubai Source Electronics,United Arab Emirates,20,2025-05-12,25975.79,31825.95,8675913.86,NGN,2026-06-24,2025-05-25,2028-04-27,Overstock,No
PRD-02270,APC-ELC-0102,8138358178105,APC Power Strip 8-Outlet,APC,Electrical Components,UPS,Each,Active,Abuja Reg. Warehouse,ABJ-RW,B-28-S9,B,S9,BT-217071,LOT-B8664,44,7,37,15,6,75,SUP-1007,Guangzhou Sunrise Trading,China,36,2026-01-18,275978.2,335181.51,12143040.8,NGN,2026-06-03,2026-02-02,,In Stock,No
PRD-00428,LEN-LAP-0012,5137399006314,Lenovo Legion 5,Lenovo,Laptops,Business Laptops,Each,Active,Lagos Distribution Centre,LAG-DC,A-07-S4,A,S4,BT-579444,LOT-A4042,0,0,0,25,10,250,SUP-1011,Tech Distributors UK Ltd,United Kingdom,32,2025-12-09,805494.27,1090115.62,0.0,NGN,2026-06-06,2025-12-18,,Out of Stock,Yes
PRD-00725,MSF-FUR-0017,2360667998649,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Lagos Distribution Centre,LAG-DCC,F-26-S5,F,S5,BT-531084,LOT-A3494,141,32,109,25,10,150,SUP-1008,Pamtech Group,Nigeria,5,2025-03-04,72931.26,109375.84,10283307.66,NGN,2026-06-14,2025-03-12,,In Stock,No
PRD-02047,PHI-ELC-0117,9659123944949,Philips Extension Socket 4-Way,Philips,Electrical Components,UPS,Each,Active,Abuja Regional Warehouse,ABJ-RW,B-40-S2,B,S2,BT-493010,LOT-B9055,469,83,386,50,15,400,SUP-1007,Guangzhou Sunrise Trading,China,34,2026-04-18,204353.43,257389.97,95841758.67,NGN,2026-05-06,2026-04-28,,Overstock,No
PRD-00777,CIS-CCT-0018,5052241142066,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,NVR,Each,Active,Lagos Distribution Centre,LAG-DC,A-33-S3,A,S3,BT-552709,LOT-A6492,59,5,54,25,12,100,SUP-1011,Tech Distributors UK Ltd,United Kingdom,31,2026-04-16,223495.24,293158.2,13186219.16,NGN,2026-06-17,2026-04-19,,In Stock,No
PRD-02474,LEN-MOB-0077,8098950665935,  Lenovo Tab M10  ,Lenovo,Mobile Phones,Tablets,Each,Discontinued,Port Harcourt Distribution Centre,PHC-DC,B-24-S2,B,S2,BT-179725,LOT-C2695,111,22,89,30,15,150,SUP-1012,Mega Computer Mart,Nigeria,7,"January 18, 2026",602256.1,921234.51,66850427.1,NGN,2026-05-05,2026-01-20,,In Stock,No
PRD-01928,LOG-CLN-0055,1668073100179,Logitech Screen Cleaning Kit,Logitech,Cleaning Supplies,Cleaning Kits,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-31-S5,D,S5,BT-216154,LOT-B9208,-5,27,68,60,18,240,SUP-1005,Redington Gulf FZE,United Arab Emirates,22,2026-01-15,158161.67,225402.38,15025358.65,NGN,2026-04-30,2026-01-25,2027-05-27,In Stock,No
PRD-01289,MSF-FUR-0030,3541057725040,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-24-S8,D,S8,BT-466892,LOT-B6828,92,12,80,50,25,200,SUP-1009,Westgate Technologies,Nigeria,9,2026-04-23,145008.2,205430.71,13340754.4,NGN,2026-06-04,2026-05-08,,In Stock,No
PRD-01623,HP-LAP-0030,0036685743973,HP Pavilion 15,HP,Laptops,Gaming Laptops,Each,Discontinued,Abuja Regional Warehouse,ABJ-RW,B-31-S6,B,S6,BT-485762,LOT-B2509,90,28,62,30,12,120,SUP-1007,Guangzhou Sunrise Trading,China,30,2025-10-25,472991.02,707650.41,42569191.8,NGN,2026-06-05,2025-10-27,,In Stock,No
PRD-02753,HP-MOB-0097,5781794632951,HP Slate 7 Tablet,HP,Mobile Phones,Tablets,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-02-S9,F,S9,BT-261463,LOT-C6557,265,53,212,75,22,450,SUP-1012,Mega Computer Mart,Nigeria,6,2025-12-06,148082.68,189022.24,39241910.2,NGN,2026-06-17,2025-12-21,,In Stock,No
PRD-01836,SAM-STO-0046,4761927812079,Samsung 980 1TB NVMe SSD,Samsung,Storage Devices,External Storage,Each,Active,Abuja Regional Warehouse,ABJ-RW,,E,S5,BT-442383,LOT-B8156,22,3,19,40,16,200,SUP-1009,Westgate Technologies,Nigeria,7,2026-05-02,118761.03,182666.34,2612742.66,NGN,2026-06-14,2026-05-05,,Low Stock,Yes
PRD-01774,KNG-STO-0037,1266699169927,Kingston NV2 1TB NVMe SSD,Kingston,Storage Devices,External Storage,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-35-S8,A,S8,BT-765905,LOT-B7202,151,50,101,20,10,200,SUP-1003,Slot Systems Limited,Nigeria,3,2025-05-21,208508.99,313847.93,31484857.49,NGN,2026-06-02,2025-05-27,,In Stock,No
PRD-01140,SEA-STO-0022,3159987517579,Seagate Barracuda 2TB HDD,Seagate,Storage Devices,Solid State Drives,Each,Active,Lagos Distribution Centre,LAG-DC,D-37-S6,D,S6,BT-533614,LOT-A1619,0,0,0,10,5,80,SUP-1002,Yudala Tech Supplies,Nigeria,9,2025-08-28,42490.2,58795.27,0.0,NGN,2026-06-18,2025-09-03,,Out of Stock,Yes
PRD-00505,PHI-CLN-0011,8889957298937,Philips Vacuum Cleaner FC9352,Philips,Cleaning Supplies,Cleaning Kits,Each,Active,Lagos Distribution Centre,LAG-DC,G-28-S2,G,S2,BT-340393,LOT-A3722,3,0,3,60,24,240,SUP-1011,Tech Distributors UK Ltd,United Kingdom,32,2025-12-30,161364.67,192574.17,484094.01,NGN,2026-06-25,2026-01-03,2026-09-04,Low Stock,Yes
PRD-00271,LOG-CLN-0010,9102574326303,Logitech Screen Cleaning Kit,Logitech,Cleaning Supplies,Wipes,Each,Active,Lagos Distribution Centre,LAG-DC,B-16-S5,B,S5,BT-873758,LOT-A8020,53,14,39,15,6,60,SUP-1006,Shenzhen Globex Electronics,China,37,2026-05-27,117463.0,146003.01,6225539.0,NGN,2026-06-28,2026-05-31,2027-12-22,In Stock,No
PRD-01922,UBI-CCT-0047,3891787356392,Ubiquiti UniFi NVR,Ubiquiti,CCTV & Security,IP Cameras,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-38-S8,A,S8,BT-656420,LOT-B3832,9,1,8,20,8,160,SUP-1009,Westgate Technologies,Nigeria,9,2025-04-25,526326.86,615803.33,4736941.74,NGN,2026-06-27,2025-04-29,,Low Stock,Yes
PRD-01867,CIS-NET-0080,3732301464675,Cisco RV340 Router,Cisco,Networking Equipment,Switches,Each,Active,Abuja Regional Warehouse,000,C-28-S1,C,S1,BT-922449,LOT-B4411,20,3,17,,12,400,SUP-1009,Westgate Technologies,Nigeria,7,2025-12-26,219928.1,324966.72,4398562.0,NGN,2026-06-21,2026-01-09,,Low Stock,Yes
PRD-00372,PHI-CLN-0009,1922270510287,Philips Vacuum Cleaner FC9352,PHILIPS,Cleaning Supplies,Cleaning Kits,Each,Active,Lagos Distribution Centre,LAG-DC,H-11-S4,H,S4,BT-102800,LOT-A4798,17,4,13,20,8,200,SUP-1011,Tech Distributors UK Ltd,United Kingdom,32,2025-08-30,72632.69,100252.16,1234755.73,NGN,2026-05-13,2025-09-12,2027-12-21,Low Stock,Yes
PRD-00248,HP-MOB-0013,6718325823868,HP Slate 7 Tablet,HP,Mobile Phones,Tablets,Each,Active,Lagos Distribution Centre,LAG-DC,B-36-S4,B,S4,BT-783200,LOT-A3057,288,3,285,40,16,400,SUP-1006,Shenzhen Globex Electronics,China,38,2025-09-07,243882.44,366911.95,70238142.72,NGN,2026-05-23,2025-09-16,,In Stock,No
PRD-00459,PHI-ELC-0024,6438130004132,Philips LED Bulb 9W,Philips,Electrical Components,Lighting,Each,Active,Lagos Distribution Center,LAG-DC,B-10-S8,B,S8,BT-555222,LOT-A6022,209,28,181,100,40,800,SUP-1011,Tech Distributors UK Ltd,United Kingdom,31,2025-11-29,149540.08,221878.56,31253876.72,NGN,2026-06-29,2025-12-11,,In Stock,No
PRD-03155,UBI-NET-0113,8430050735353,Ubiquiti UniFi Switch 24,Ubiquiti,Networking Equipment,Switches,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-09-S2,F,S2,BT-400664,LOT-C5465,108,16,92,40,12,160,SUP-1009,Westgate Technologies,Nigeria,11,2025-06-23,683919.08,1014061.95,73863260.64,NGN,2026-05-08,2025-06-28,,In Stock,No
PRD-02061,APC-ELC-0094,8912415212193,APC Back-UPS 650VA,APC,Electrical Components,UPS,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-11-S5,A,S5,BT-894700,LOT-B7343,134,14,120,75,30,750,SUP-1007,Guangzhou Sunrise Trading,China,32,2026-03-25,242711.84,298807.48,32523386.56,NGN,2026-06-08,2026-03-28,,In Stock,No
PRD-02665,DEL-LAP-0061,9471834499856,Dell Latitude 5440,Dell,Laptops,Consumer Laptops,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-16-S9,B,S9,BT-872539,LOT-C7467,267,66,201,30,12,180,SUP-1012,Mega Computer Mart,Nigeria,7,2025-02-12,375858.26,489268.52,100354155.42,NGN,2026-05-29,2025-02-17,,Overstock,No
PRD-02394,SAM-MOB-0083,2651294729926,Samsung Galaxy A14,Samsung,Mobile Phones,Smartphones,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-37-S3,A,S3,BT-158880,LOT-C4896,20,0,20,50,25,300,SUP-1012,Mega Computer Mart,Nigeria,5,2025-08-27,308588.23,385901.14,6171764.6,NGN,2026-06-16,2025-09-09,,Low Stock,Yes
PRD-02744,HP-SUP-0074,3598860000046,HP A4 Multipurpose Paper (Ream),HP,Office Supplies,Labels,Pack,Active,port harcourt distribution centre,PHC-DC,D-13-S7,D,S7,BT-864839,LOT-C1891,24,5,19,25,12,250,SUP-1006,Shenzhen Globex Electronics,China,38,2025-01-28,32394.74,50186.24,777473.76,NGN,2026-05-08,2025-02-06,2027-06-04,Low Stock,Yes
PRD-03117,UBI-NET-0111,7959709321418,Ubiquiti UniFi AP AC Pro,Ubiquiti,Networking Equipment,Switches,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-08-S7,E,S7,BT-245792,LOT-C1145,0,0,0,100,30,1000,SUP-1001,TD Africa Distribution Ltd,Nigeria,8,2025-10-04,560322.69,676408.48,0.0,NGN,2026-05-31,2025-10-11,,Out of Stock,Yes
PRD-00824,HP-MOB-0034,8993187810480,HP Slate 7 Tablet,HP,Mobile Phones,Smartphones,Each,Active,Lagos Distribution Centre,LAG-DC,B-04-S1,B,S1,BT-857472,LOT-A1617,61,13,48,10,5,50,SUP-1011,Tech Distributors UK Ltd,United Kingdom,27,2025-11-16,322136.39,462300.3,19650319.79,NGN,2026-06-29,2025-11-29,,Overstock,No
PRD-02320,PHI-CCT-0064,4881682043281,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,IP Cameras,Each,Active,PortHarcourt DC,PHC-DC,D-24-S3,D,S3,BT-414361,LOT-C1762,41,5,36,20,10,100,SUP-1009,Westgate Technologies,Nigeria,7,2025-04-20,175400.38,253069.27,7191415.58,NGN,2026-05-26,2025-05-03,,In Stock,No
PRD-02261,SAM-MOB-0073,7075933592423,Samsung Galaxy A54,Samsung,Mobile Phones,Tablets,Each,Active,Abuja Regional Warehouse,ABJ-RW,C-39-S4,C,S4,BT-313868,LOT-B9696,51,11,40,10,4,80,SUP-1003,Slot Systems Limited,Nigeria,2,2025-02-01,517293.14,647038.07,26381950.14,NGN,2026-05-14,2025-02-14,,In Stock,No
PRD-01262,PHI-CCT-0035,,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,Intercoms,Each,Discontinued,Abuja Regional Warehouse,ABJ-RW,F-16-S5,F,S5,BT-751464,LOT-B2199,47,8,39,10,3,80,SUP-1007,Guangzhou Sunrise Trading,China,31,2025-08-29,603898.98,855591.03,28383252.06,NGN,2026-05-04,2025-08-31,,In Stock,No
PRD-02155,LOG-AUD-0049,3366894949278,  Logitech Z313 Speakers  ,Logitech,Audio Equipment,Speakers,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-14-S2,F,S2,BT-483723,LOT-B1454,76,15,61,20,10,100,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2026-03-15,42023.1,48601.48,3193755.6,NGN,2026-05-02,2026-03-28,,In Stock,No
PRD-00584,BRO-SUP-0018,9230071695007,Brother TN-2480 Toner,Brother,Office Supplies,Toner & Ink,Pack,Discontinued,Lagos Distribution Centre,LAG-DC,B-24-S1,B,S1,BT-338459,LOT-A8218,16,4,12,15,4,150,SUP-1002,Yudala Tech Supplies,Nigeria,9,2026-03-13,22212.43,32716.8,355398.88,NGN,2026-06-18,2026-03-19,2027-06-11,In Stock,No
PRD-00996,DEL-LAP-0019,8939770411678,  Dell Vostro 3520  ,Dell,Laptops,Gaming Laptops,Each,Active,Lagos Distribution Centre,LAG-DC,C-22-S6,C,S6,BT-454157,LOT-A5757,12,3,9,25,12,125,SUP-1001,TD Africa Distribution Ltd,Nigeria,7,2026-04-28,1094645.08,1604162.67,13135740.96,NGN,2026-05-14,2026-05-11,,Low Stock,Yes
PRD-03284,HP-MOB-0119,9153461919878,HP Slate 7 Tablet,HP,Mobile Phones,Tablets,Each,Active,Port Harcourt Distribution Centre,PHC-DC,D-08-S5,D,S5,BT-741676,LOT-C3993,320,6,314,25,12,250,SUP-1006,Shenzhen Globex Electronics,China,38,2026-01-24,207796.59,267054.86,66494908.8,NGN,2026-05-14,2026-01-30,,Overstock,No
PRD-00464,CAN-PRN-0015,0332426050801,Canon PIXMA G3420,Canon,Printers,Multifunction,Each,Active,Lagos Distribution Centre,LAG-DC,H-12-S2,H,S2,BT-710397,LOT-A7770,0,0,0,15,4,75,SUP-1002,Yudala Tech Supplies,Nigeria,8,"May 23, 2025",162450.09,229695.46,0.0,NGN,2026-06-13,2025-06-01,,Out of Stock,Yes
PRD-01641,LOG-AUD-0038,7619157701411,Logitech Z313 Speakers,Logitech,Audio Equipment,Speakers,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-01-S9,F,S9,BT-218532,LOT-B4306,571,171,400,75,37,600,SUP-1005,Redington Gulf FZE,United Arab Emirates,18,2026-06-04,113605.03,159473.92,64868472.13,NGN,2026-06-15,2026-06-17,,In Stock,No
PRD-00580,SAM-STO-0018,5789826041809,Samsung 980 1TB NVMe SSD,Samsung,Storage Devices,Flash Drives,Each,Active,Lagos Distribution Centre,LAG-DC,D-02-S3,D,S3,BT-191200,LOT-A3174,150,11,139,40,12,240,SUP-1004,Ingram Micro MEA,United Arab Emirates,22,05-19-2025,188466.38,259657.65,28269957.0,NGN,2026-05-16,2025-05-20,,In Stock,No
PRD-01816,PHI-ELC-0107,8918350739848,Philips LED Bulb 9W,Philips,Electrical Components,Lighting,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-38-S2,A,S2,BT-299547,LOT-B9994,91,25,66,25,12,250,SUP-1009,Westgate Technologies,Nigeria,9,2025-06-23,58200.79,83562.87,5296271.89,NGN,2026-05-24,2025-06-27,,In Stock,No
PRD-00765,LOG-CLN-0020,8799384440458,  Logitech Screen Cleaning Kit  ,Logitech,Cleaning Supplies,Wipes,Each,Active,Lagos Distribution Centre,LAG-DC,F-03-S8,F,S8,BT-474841,LOT-A3080,257,21,236,60,24,300,SUP-1011,Tech Distributors UK Ltd,United Kingdom,27,2026-04-27,23426.11,30025.43,6020510.27,NGN,2026-05-06,2026-05-08,2028-05-25,In Stock,No
PRD-02952,PHI-ELC-0158,5925324254759,Philips LED Bulb 9W,Philips,Electrical Components,Surge Protection,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-30-S3,C,S3,BT-602690,LOT-C7159,36,2,34,15,6,60,SUP-1003,Slot Systems Limited,Nigeria,3,2025-08-13,46425.46,63377.26,1671316.56,NGN,2026-05-09,2025-08-15,,In Stock,No
PRD-01256,HP-FUR-0033,6990213116694,HP Ergonomic Office Chair,HP,Office Furniture,Desks,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-22-S4,F,S4,BT-772737,LOT-B9490,30,8,22,25,10,100,SUP-1010,Dubai Source Electronics,United Arab Emirates,14,06-27-2025,208296.37,313959.65,6248891.1,NGN,2026-04-30,2025-07-04,,In Stock,No
PRD-02901,BRO-SUP-0090,4737283009306,Brother TN-2480 Toner,Brother,Office Supplies,Paper Products,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,A-32-S9,A,S9,BT-411640,LOT-C6513,8,0,8,10,5,50,SUP-1012,Mega Computer Mart,Nigeria,3,2025-01-20,24004.85,32199.76,192038.8,NGN,2026-05-07,2025-01-30,2027-10-18,Low Stock,Yes
PRD-01210,CIS-NET-0047,3531324527567,Cisco RV340 Router,Cisco,Networking Equipment,Switches,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-02-S5,E,S5,BT-973047,LOT-B4685,46,6,40,40,20,400,SUP-1003,Slot Systems Limited,Nigeria,7,2025-12-14,510005.3,596552.87,23460243.8,NGN,2026-05-18,2025-12-25,,In Stock,No
PRD-01388,EPS-PRN-0024,2538063190537,Epson L121 Single Function,Epson,Printers,Inkjet Printers,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-04-S8,E,S8,BT-905778,LOT-B1081,36,0,36,10,3,40,SUP-1002,Yudala Tech Supplies,Nigeria,4,2025-06-09,296926.9,391842.63,10689368.4,NGN,2026-05-08,2025-06-24,,In Stock,No
PRD-02893,BRO-SUP-0089,4398401048807,Brother Label Tape TZe-231,Brother,Office Supplies,Toner & Ink,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,E-21-S4,E,S4,BT-252086,LOT-C5928,3,0,3,25,12,100,SUP-1006,Shenzhen Globex Electronics,China,37,2026-01-27,22786.92,28805.92,68360.76,NGN,2026-06-12,2026-02-04,2028-05-23,Low Stock,Yes
PRD-00336,PHI-ELC-0014,0727284982474,Philips LED Bulb 9W,Philips,Electrical Components,UPS,Each,Active,Lagos Distribution Centre,LAG-DC,B-30-S7,B,S7,BT-694188,LOT-A6685,131,37,94,30,15,180,SUP-1006,Shenzhen Globex Electronics,China,35,2025-06-23,104508.87,121903.33,13690661.97,NGN,2026-05-21,2025-07-07,,In Stock,No
PRD-03116,PHI-ELC-0167,7516102779885,Philips LED Bulb 9W,Philips,Electrical Components,UPS,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-22-S9,A,S9,BT-930436,LOT-C2355,13,0,13,60,30,480,SUP-1012,Mega Computer Mart,Nigeria,3,2026-05-11,99252.33,134811.32,1290280.29,NGN,2026-05-29,2026-05-22,,Low Stock,Yes
PRD-00354,LOG-FUR-0005,4405809351187,Logitech Desk Mat,Logitech,Office Furniture,Seating,Each,Active,Lagos Distribution Centre,LAG-DC,H-03-S6,H,S6,BT-680290,LOT-A4734,98,39,59,60,18,300,SUP-1011,TECH DISTRIBUTORS UK LTD,United Kingdom,26,2025-12-03,99678.03,140729.46,9768446.94,NGN,2026-05-28,2025-12-14,,In Stock,No
PRD-01045,EPS-PRN-0016,3525600858949,Epson WorkForce WF-2830,Epson,Printers,Inkjet Printers,Each,Active,Lagos Distribution Centre,LAG-DC,B-21-S3,B,S3,BT-255146,LOT-A5481,96,2,94,20,8,160,SUP-1002,Yudala Tech Supplies,Nigeria,3,2025-01-16,474096.45,701067.25,45513259.2,NGN,2026-06-16,2025-01-19,,In Stock,No
PRD-01326,CIS-NET-0055,8823481180829,Cisco RV340 Router,Cisco,Networking Equipment,Access Points,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-21-S1,A,S1,BT-343938,LOT-B6833,36,2,34,10,5,60,SUP-1005,Redington Gulf FZE,United Arab Emirates,22,2025-03-16,401802.24,511668.86,14464880.64,NGN,2026-05-29,2025-03-30,,In Stock,No
PRD-01030,CAN-SUP-0033,2567322348749,Canon CL-746 Colour Ink,Canon,Office Supplies,Paper Products,Pack,Active,Lagos Distribution Centre,LAG-DC,H-25-S4,H,S4,BT-804098,LOT-A7161,0,0,0,25,7,200,SUP-1006,Shenzhen Globex Electronics,China,34,03-08-2026,3830.73,4634.6,0.0,NGN,2026-05-18,2026-03-09,2026-08-27,Out of Stock,Yes
PRD-01514,CIS-CCT-0039,5434502664273,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,Intercoms,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-05-S5,D,S5,BT-451724,LOT-B5208,49,18,31,20,10,200,SUP-1003,Slot Systems Limited,Nigeria,7,2025-12-02,554027.57,812748.23,27147350.93,NGN,2026-05-27,2025-12-11,,In Stock,No
PRD-01269,EPS-PRN-0019,3536757777342,Epson L121 Single Function,Epson,Printers,Inkjet Printers,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-14-S3,A,S3,BT-368455,LOT-B4369,46,1,45,20,10,120,SUP-1005,Redington Gulf FZE,United Arab Emirates,16,2026-01-01,278204.01,385181.66,12797384.46,NGN,2026-06-08,2026-01-13,,In Stock,No
PRD-00723,LOG-AUD-0017,7012042425369,Logitech Z313 Speakers,Logitech,CCTV & Security,Speakers,Each,Active,Lagos Distribution Centre,LAG-DC,G-17-S3,G,S3,BT-450232,LOT-A9551,48,13,35,25,12,100,SUP-1002,Yudala Tech Supplies,Nigeria,8,"September 07, 2025",163427.63,205236.51,7844526.24,NGN,2026-06-09,2025-09-11,,In Stock,No
PRD-00792,PHI-ELC-0045,0700144130686,Philips LED Bulb 9W,Philips,Electrical Components,UPS,Each,Active,Lagos Distribution Centre,LAG-DC,F-24-S7,F,S7,BT-127147,LOT-A5243,115,11,104,40,16,400,SUP-1006,Shenzhen Globex Electronics,China,38,2025-05-06,234016.22,311773.7,26911865.3,NGN,2026-06-21,2025-05-13,,In Stock,No
PRD-00748,CIS-NET-0024,5298424107402,Cisco RV340 Router,Cisco,Networking Equipment,Routers,Each,Active,Lagos Distribution Centre,LAG-DC,F-16-S1,F,S1,BT-496835,LOT-A1566,403,76,327,75,37,300,SUP-1011,,United Kingdom,29,2026-06-06,109459.74,161022.06,44112275.22,NGN,2026-05-25,2026-06-10,,Overstock,No
PRD-03120,SAM-STO-0075,4058073656118,Samsung 980 1TB NVMe SSD,Samsung,Storage Devices,External Storage,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-39-S7,F,S7,BT-508803,LOT-C3474,200,77,123,25,10,125,SUP-1001,TD Africa Distribution Ltd,Nigeria,9,2025-06-14,96561.69,135445.5,19312338.0,NGN,2026-06-11,2025-06-24,,Overstock,No
PRD-01088,KNG-STO-0021,0610922168974,Kingston NV2 1TB NVMe SSD,Kingston,Storage Devices,Flash Drives,Each,Active,Lagos Distribution Centre,LAG-DC,A-31-S8,A,S8,BT-867110,LOT-A7001,45,3,42,20,8,200,SUP-1004,Ingram Micro MEA,United Arab Emirates,20,2025-11-23,81939.06,126353.7,3687257.7,NGN,2026-06-10,2025-11-24,,In Stock,No
PRD-01566,LOG-CLN-0039,0020896760406,Logitech Screen Cleaning Kit,Logitech,Cleaning Supplies,Vacuum,Each,Active,ABUJA REGIONAL WAREHOUSE,ABJ-RW,B-26-S4,B,S4,BT-362191,LOT-B5331,109,43,66,50,25,400,SUP-1010,Dubai Source Electronics,United Arab Emirates,20,2025-09-23,176682.61,267870.15,19258404.49,NGN,2026-05-18,2025-09-28,2027-03-25,In Stock,No
PRD-01412,LOG-AUD-0035,4165272618910,Logitech H390 Headset,Logitech,Audio Equipment,Earbuds,Each,Discontinued,Abuja Regional Warehouse,ABJ-RW,E-02-S3,E,S3,BT-534640,LOT-B4582,19,7,12,10,4,50,SUP-1005,Redington Gulf FZE,United Arab Emirates,20,2026-03-20,103466.55,122789.65,1965864.45,NGN,2026-06-09,2026-03-29,,In Stock,No
PRD-01626,LOG-CLN-0042,9045522420596,  Logitech Screen Cleaning Kit  ,Logitech,Cleaning Supplies,Cleaning Kits,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-05-S7,D,S7,BT-616959,LOT-B5982,158,55,103,25,10,125,SUP-1007,Guangzhou Sunrise Trading,China,33,2026-02-01,156844.63,227133.36,24781451.54,NGN,2026-06-03,2026-02-04,2028-03-14,Overstock,No
PRD-01216,LOG-FUR-0029,0588681025312,Logitech Desk Mat,Logitech,Office Furniture,Desk Accessories,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-32-S9,E,S9,BT-882514,LOT-B4949,0,0,0,25,12,125,SUP-1005,Redington Gulf FZE,United Arab Emirates,21,2025-06-25,185293.2,256841.84,0.0,NGN,2026-06-02,2025-06-30,,Out of Stock,Yes
